tag,cve,packageName,comment,timeAdded
ATO-FrontEnd-POAM,CVE-2021-21345,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21346,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21347,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21348,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21349,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21350,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-21351,com.thoughtworks.xstream_xstream,fixed in 1.4.16,
ATO-FrontEnd-POAM,CVE-2021-29505,com.thoughtworks.xstream_xstream,fixed in 1.4.17,
ATO-FrontEnd-POAM,CVE-2020-26217,com.thoughtworks.xstream_xstream,fixed in 1.4.14,
ATO-FrontEnd-POAM,CVE-2020-26258,com.thoughtworks.xstream_xstream,fixed in 1.4.15,
ATO-FrontEnd-POAM,CVE-2020-26259,com.thoughtworks.xstream_xstream,fixed in 1.4.15,
ATO-FrontEnd-POAM,CVE-2021-39139,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39145,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39146,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39150,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39152,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39153,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39149,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39148,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39147,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39140,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39154,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39151,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39141,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-39144,com.thoughtworks.xstream_xstream,fixed in 1.4.18,
ATO-FrontEnd-POAM,CVE-2021-43859,com.thoughtworks.xstream_xstream,fixed in 1.4.19,
ATO-FrontEnd-POAM,CVE-2022-40155,com.thoughtworks.xstream_xstream,fixed in 1.4.19,
ATO-FrontEnd-POAM,CVE-2022-40154,com.thoughtworks.xstream_xstream,fixed in 1.4.19,
ATO-FrontEnd-POAM,CVE-2022-40153,com.thoughtworks.xstream_xstream,fixed in 1.4.19,
ATO-FrontEnd-POAM,CVE-2022-40156,com.thoughtworks.xstream_xstream,fixed in 1.4.19,
ATO-FrontEnd-Mitigating_Controls,CVE-2022-40152,com.thoughtworks.xstream_xstream,,
ATO-FrontEnd-Mitigating_Controls,CVE-2022-40151,com.thoughtworks.xstream_xstream,,
ATO-FrontEnd-POAM,CVE-2022-25857,org.yaml_snakeyaml,fixed in 1.31,
ATO-FrontEnd-POAM,CVE-2022-38749,org.yaml_snakeyaml,fixed in 1.31,
ATO-FrontEnd-POAM,CVE-2022-38751,org.yaml_snakeyaml,fixed in 1.31,
ATO-FrontEnd-POAM,CVE-2022-38750,org.yaml_snakeyaml,fixed in 1.31,
ATO-FrontEnd-POAM,CVE-2022-38752,org.yaml_snakeyaml,fixed in 1.32,
ATO-FrontEnd-POAM,CVE-2020-26945,org.mybatis_mybatis,fixed in 3.5.6,
ATO-FrontEnd-POAM,CVE-2020-15868,org.sonatype.nexus_nexus-core,fixed in 3.26.0,
ATO-FrontEnd-POAM,CVE-2021-34553,org.sonatype.nexus_nexus-core,fixed in 3.31.0,
ATO-FrontEnd-POAM,CVE-2020-29436,org.sonatype.nexus_nexus-core,fixed in 3.29.0,
ATO-FrontEnd-POAM,CVE-2021-30635,org.sonatype.nexus_nexus-core,fixed in 3.30.1,
ATO-FrontEnd-POAM,CVE-2021-29159,org.sonatype.nexus_nexus-core,fixed in 3.30.1,
ATO-FrontEnd-POAM,CVE-2021-37152,org.sonatype.nexus_nexus-core,fixed in 3.33.0,
ATO-FrontEnd-POAM,CVE-2021-43293,org.sonatype.nexus_nexus-core,fixed in 3.36.0,
ATO-FrontEnd-Mitigating_Controls,CVE-2021-42568,org.sonatype.nexus_nexus-core,,
ATO-FrontEnd-POAM,CVE-2021-43961,org.sonatype.nexus_nexus-core,fixed in 3.38.0,
ATO-FrontEnd-POAM,CVE-2022-27907,org.sonatype.nexus_nexus-core,fixed in 3.38.0,
ATO-FrontEnd-POAM,CVE-2020-24622,org.sonatype.nexus_nexus-core,fixed in 3.27.0,
ATO-FrontEnd-POAM,CVE-2017-18640,org.yaml_snakeyaml,fixed in 1.26,
ATO-FrontEnd-Mitigating_Controls,CVE-2020-1950,org.apache.tika_tika-core,,
ATO-FrontEnd-Mitigating_Controls,CVE-2020-1951,org.apache.tika_tika-core,,
ATO-FrontEnd-Mitigating_Controls,CVE-2021-28657,org.apache.tika_tika-core,,
ATO-FrontEnd-POAM,CVE-2022-25169,org.apache.tika_tika-core,fixed in 2.4.0 1.28.2,
ATO-FrontEnd-POAM,CVE-2022-30126,org.apache.tika_tika-core,fixed in 2.4.0 1.28.3,
ATO-FrontEnd-POAM,CVE-2022-30973,org.apache.tika_tika-core,fixed in 1.28.3,
ATO-FrontEnd-POAM,CVE-2022-33879,org.apache.tika_tika-core,fixed in 2.4.1 1.28.4,
ATO-FrontEnd-POAM,GHSA-673j-qm5f-xpv8,org.postgresql_postgresql,fixed in 42.3.3,
ATO-FrontEnd-POAM,CVE-2022-21724,org.postgresql_postgresql,fixed in 42.3.2 42.2.25,
ATO-FrontEnd-POAM,CVE-2020-13692,org.postgresql_postgresql,fixed in 42.2.13,
ATO-FrontEnd-POAM,CVE-2022-31197,org.postgresql_postgresql,fixed in 42.3.7 42.4.1 42.2.26,
ATO-FrontEnd-POAM,CVE-2021-28169,org.eclipse.jetty_jetty-servlets,fixed in 11.0.3 10.0.3 9.4.41,
ATO-FrontEnd-POAM,CVE-2021-40690,org.apache.santuario_xmlsec,fixed in 2.1.7 2.2.3,
ATO-FrontEnd-Mitigating_Controls,CVE-2021-35515,org.apache.commons_commons-compress,,
ATO-FrontEnd-Mitigating_Controls,CVE-2021-35517,org.apache.commons_commons-compress,,
ATO-FrontEnd-Mitigating_Controls,CVE-2021-35516,org.apache.commons_commons-compress,,
ATO-FrontEnd-POAM,CVE-2021-36090,org.apache.commons_commons-compress,fixed in 1.21,
ATO-FrontEnd-POAM,CVE-2020-8908,com.google.guava_guava,fixed in 30.0,
ATO-FrontEnd-Mitigating_Controls,CVE-2021-34428,org.eclipse.jetty_jetty-io,,
ATO-FrontEnd-POAM,CVE-2021-28169,org.eclipse.jetty_jetty-io,fixed in 11.0.3 10.0.3 9.4.41,
ATO-FrontEnd-Mitigating_Controls,CVE-2020-27216,org.eclipse.jetty_jetty-io,,
ATO-FrontEnd-POAM,CVE-2020-27218,org.eclipse.jetty_jetty-io,fixed in 9.4.35,
ATO-FrontEnd-POAM,CVE-2020-27223,org.eclipse.jetty_jetty-io,fixed in 9.4.36,
ATO-FrontEnd-POAM,CVE-2022-2048,org.eclipse.jetty_jetty-io,fixed in 11.0.9 10.0.9 9.4.47,
ATO-FrontEnd-POAM,CVE-2022-2047,org.eclipse.jetty_jetty-io,fixed in 10.0.9 9.4.46,
ATO-FrontEnd-Mitigating_Controls,CVE-2020-28052,org.bouncycastle_bcprov-jdk15to18,,
ATO-FrontEnd-POAM,CVE-2020-15522,org.bouncycastle_bcprov-jdk15to18,fixed in 1.66,
ATO-FrontEnd-POAM,CVE-2020-35523,libtiff,fixed in 4.0.9-20.el8,
ATO-FrontEnd-POAM,CVE-2022-21365,java-1.8.0-openjdk-headless,fixed in 1.8.0.322.b06-1.el8_2 1.8.0.322.b06-2.el8_4 1.8.0.322.b06-2.el8_5...,
ATO-FrontEnd-POAM,CVE-2022-21619,java-1.8.0-openjdk-headless,fixed in 1.8.0.352.b08-2.el8_2 1.8.0.352.b08-2.el8_6 1.8.0.352.b08-2.el8_1...,
ATO-FrontEnd-Mitigating_Controls,CVE-2022-2210,vim-minimal,affected,
ATO-FrontEnd-POAM,CVE-2020-1971,openssl-libs,fixed in 1.1.1c-16.el8_2 1.1.1g-12.el8_3,
ATO-FrontEnd-POAM,CVE-2019-2708,libdb-utils,fixed in 5.3.28-40.el8,
ATO-FrontEnd-POAM,CVE-2020-27828,jasper-libs,fixed in 2.0.14-5.el8,
ATO-FrontEnd-POAM,CVE-2022-34169,java-1.8.0-openjdk,fixed in 1.8.0.342.b07-1.el8_1 1.8.0.342.b07-1.el8_2 1.8.0.342.b07-2.el8_6...,
ATO-FrontEnd-POAM,CVE-2020-14579,java-1.8.0-openjdk-headless,fixed in 1.8.0.262.b10-0.el8_1 1.8.0.262.b10-0.el8_2 1.8.0.262.b10-0.el8_0,
ATO-FrontEnd-POAM,CVE-2022-22825,expat,fixed in 2.2.5-4.el8_5.3,
ATO-FrontEnd-POAM,CVE-2021-33560,libgcrypt,fixed in 1.8.5-6.el8,
ATO-FrontEnd-POAM,CVE-2020-8492,python3-libs,fixed in 3.6.8-31.el8,
ATO-FrontEnd-POAM,CVE-2021-20271,rpm,fixed in 4.14.2-38.el8_2 4.14.3-14.el8_4,
ATO-FrontEnd-POAM,CVE-2021-3445,libdnf,fixed in 0.63.0-3.el8,
ATO-FrontEnd-Mitigating_Controls,CVE-2022-2345,vim-minimal,affected,
ATO-FrontEnd-POAM,CVE-2021-3516,libxml2,fixed in 2.9.7-9.el8_4.2,
ATO-FrontEnd-POAM,CVE-2019-19603,sqlite-libs,fixed in 3.26.0-15.el8,
ATO-FrontEnd-POAM,CVE-2021-33909,systemd-libs,fixed in 239-41.el8_3.3,
ATO-FrontEnd-POAM,CVE-2020-15999,freetype,fixed in 2.9.1-4.el8_1.1 2.9.1-4.el8_2.1 2.9.1-4.el8_3.1...,
ATO-FrontEnd-POAM,CVE-2022-21476,java-1.8.0-openjdk-headless,fixed in 1.8.0.332.b09-1.el8_2 1.8.0.332.b09-1.el8_5 1.8.0.332.b09-1.el8_4...,
ATO-FrontEnd-POAM,CVE-2021-22924,curl,fixed in 7.61.1-18.el8_4.1,
ATO-FrontEnd-POAM,CVE-2022-2526,systemd-libs,fixed in 239-31.el8_2.9 239-45.el8_4.12 239-58.el8_6.4,
ATO-FrontEnd-POAM,CVE-2021-1825,glib2,fixed in 2.56.4-9.el8,
ATO-FrontEnd-POAM,CVE-2021-22946,libcurl,fixed in 7.61.1-12.el8_2.4 7.61.1-18.el8_4.2,
ATO-FrontEnd-POAM,CVE-2021-35561,java-1.8.0-openjdk,fixed in 1.8.0.312.b07-1.el8_1 1.8.0.312.b07-1.el8_2 1.8.0.312.b07-1.el8_4,
ATO-FrontEnd-POAM,CVE-2021-35942,glibc-minimal-langpack,fixed in 2.28-164.el8,
ATO-FrontEnd-POAM,CVE-2021-35588,java-1.8.0-openjdk,fixed in 1.8.0.312.b07-1.el8_1 1.8.0.312.b07-1.el8_2 1.8.0.312.b07-1.el8_4,
ATO-FrontEnd-POAM,CVE-2021-4189,platform-python,fixed in 3.6.8-45.el8,
ATO-FrontEnd-POAM,CVE-2020-16125,glib2,fixed in 2.56.4-9.el8,
ATO-FrontEnd-Mitigating_Controls,CVE-2021-35937,rpm,affected,
ATO-FrontEnd-POAM,CVE-2021-2341,java-1.8.0-openjdk-headless,fixed in 1.8.0.302.b08-0.el8_1 1.8.0.302.b08-0.el8_2 1.8.0.302.b08-0.el8_4,
ATO-FrontEnd-POAM,CVE-2022-21299,java-1.8.0-openjdk-headless,fixed in 1.8.0.322.b06-1.el8_2 1.8.0.322.b06-2.el8_4 1.8.0.322.b06-2.el8_5...,
ATO-FrontEnd-POAM,CVE-2021-35564,java-1.8.0-openjdk,fixed in 1.8.0.312.b07-1.el8_1 1.8.0.312.b07-1.el8_2 1.8.0.312.b07-1.el8_4,
ATO-FrontEnd-Mitigating_Controls,CVE-2022-2182,vim-minimal,affected,
ATO-FrontEnd-POAM,CVE-2021-2341,java-1.8.0-openjdk-devel,fixed in 1.8.0.302.b08-0.el8_1 1.8.0.302.b08-0.el8_2 1.8.0.302.b08-0.el8_4,
ATO-FrontEnd-POAM,CVE-2021-22922,curl,fixed in 7.61.1-12.el8_2.3 7.61.1-18.el8_4.1,
ATO-FrontEnd-POAM,CVE-2020-8284,curl,fixed in 7.61.1-18.el8,
ATO-FrontEnd-POAM,CVE-2022-22576,curl,fixed in 7.61.1-22.el8_6.3,
ATO-FrontEnd-POAM,CVE-2019-14889,libssh-config,fixed in 0.9.4-2.el8,
ATO-FrontEnd-POAM,CVE-2022-21624,java-1.8.0-openjdk,fixed in 1.8.0.352.b08-2.el8_2 1.8.0.352.b08-2.el8_6 1.8.0.352.b08-2.el8_1...,
ATO-FrontEnd-POAM,CVE-2020-29363,p11-kit-trust,fixed in 0.23.22-1.el8,
ATO-FrontEnd-POAM,CVE-2020-8927,brotli,fixed in 1.0.6-3.el8,
ATO-FrontEnd-POAM,CVE-2020-12049,dbus,fixed in 1.12.8-10.el8_1 1.12.8-10.el8_2,
ATO-FrontEnd-Mitigating_Controls,CVE-2022-2819,vim-minimal,affected,
ATO-FrontEnd-Mitigating_Controls,CVE-2022-42012,dbus,affected,
